"Category","Group","Database","a","b","c","d","Odds ratio","p-value","q-value","Product"
"clust_0833","group3","ortho_id",0,15430,43,63792,0,0.000144353303332933,0.00437934703497694,"FIG00671986: hypothetical protein"
"clust_0833","group5","ortho_id",35,43215,8,36007,3.64512914845848,0.000326420071817483,0.0070266249585143,"FIG00671986: hypothetical protein"
"clust_0835","group5","ortho_id",34,43216,9,36006,3.14735221844429,0.00110815350855491,0.0188653682078448,"FIG00671967: hypothetical protein"
"clust_0836","group5","ortho_id",33,43217,10,36005,2.7491789368157,0.00333086969550742,0.0459478669055726,"FIG00672056: hypothetical protein"
"clust_0836","group3","ortho_id",0,15430,43,63792,0,0.000144353303332933,0.00437934703497694,"FIG00672056: hypothetical protein"
"clust_0837","group5","ortho_id",34,43216,9,36006,3.14735221844429,0.00110815350855491,0.0188653682078448,"ABC transporter, ATP-binding protein"
"clust_0838","group5","ortho_id",34,43216,9,36006,3.14735221844429,0.00110815350855491,0.0188653682078448,"Putative integral membrane protein"
"clust_0840","group5","ortho_id",35,43215,7,36008,4.16600565440749,0.000134881140742857,0.00411508022147845,"Transcriptional regulator"
"clust_0844","group3","ortho_id",1,15429,40,63795,0.103370005838296,0.00252490366963747,0.0357265056326408,"COG0657: Esterase/lipase"
"clust_0845","group3","ortho_id",0,15430,41,63794,0,0.000227222708856259,0.00503007486069443,"Site-specific recombinase"
"clust_0845","group5","ortho_id",40,43210,1,36014,33.3381516348912,7.44879333762864e-10,4.31378244165419e-07,"Site-specific recombinase"
"clust_0846","group3","ortho_id",1,15429,40,63795,0.103370005838296,0.00252490366963747,0.0357265056326408,"Pullulanase (EC 3.2.1.41)"
"clust_0846","group5","ortho_id",35,43215,6,36009,4.86050313349705,5.10103330553875e-05,0.0018239427908702,"Pullulanase (EC 3.2.1.41)"
"clust_0850","group3","ortho_id",0,15430,41,63794,0,0.000227222708856259,0.00503007486069443,"FIG00672312: hypothetical protein"
"clust_0850","group5","ortho_id",35,43215,6,36009,4.86050313349705,5.10103330553875e-05,0.0018239427908702,"FIG00672312: hypothetical protein"
"clust_0853","group3","ortho_id",0,15430,41,63794,0,0.000227222708856259,0.00503007486069443,"FIG00424102: hypothetical protein"
"clust_0853","group5","ortho_id",35,43215,6,36009,4.86050313349705,5.10103330553875e-05,0.0018239427908702,"FIG00424102: hypothetical protein"
"clust_0855","group7","ortho_id",9,1429,31,77796,15.8062945223422,3.4239747642566e-08,9.74060750698297e-06,"hypothetical protein"
"clust_0856","group5","ortho_id",32,43218,8,36007,3.33244074602637,0.00121479979103365,0.0206484130099645,"FIG00672124: hypothetical protein"
"clust_0857","group3","ortho_id",0,15430,40,63795,0,0.000386117115354262,0.00789046261377068,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)"
"clust_0857","group5","ortho_id",35,43215,5,36010,5.83279098592384,1.74804453652708e-05,0.000737201981327825,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)"
"clust_0858","group3","ortho_id",0,15430,40,63795,0,0.000386117115354262,0.00789046261377068,"2-dehydropantoate 2-reductase (EC 1.1.1.169)"
"clust_0858","group5","ortho_id",35,43215,5,36010,5.83279098592384,1.74804453652708e-05,0.000737201981327825,"2-dehydropantoate 2-reductase (EC 1.1.1.169)"
"clust_0861","group3","ortho_id",0,15430,40,63795,0,0.000386117115354262,0.00789046261377068,"hypothetical protein"
"clust_0861","group5","ortho_id",40,43210,0,36015,Inf,5.26776116714607e-11,1.22027687436939e-07,"hypothetical protein"
"clust_0862","group3","ortho_id",0,15430,40,63795,0,0.000386117115354262,0.00789046261377068,"ABC-type cobalt transport system, ATPase component"
"clust_0862","group5","ortho_id",35,43215,5,36010,5.83279098592384,1.74804453652708e-05,0.000737201981327825,"ABC-type cobalt transport system, ATPase component"
"clust_0865","group5","ortho_id",32,43218,7,36008,3.80863854039749,0.000542438516113202,0.0108658576380897,"ABC transporter, ATP-binding protein"
"clust_0866","group5","ortho_id",32,43218,7,36008,3.80863854039749,0.000542438516113202,0.0108658576380897,"FIG00672307: hypothetical protein"
"clust_0867","group3","ortho_id",0,15430,39,63796,0,0.000358014523014895,0.00762452483388723,"Hydrogen peroxide-inducible genes activator"
"clust_0867","group5","ortho_id",33,43217,6,36009,4.58253905448739,0.000136718669607173,0.0041672210282239,"Hydrogen peroxide-inducible genes activator"
"clust_0868","group3","ortho_id",0,15430,39,63796,0,0.000358014523014895,0.00762452483388723,"FIG00672109: hypothetical protein"
"clust_0868","group5","ortho_id",36,43214,3,36012,10.0020931065363,3.88124290249038e-07,3.39279214476187e-05,"FIG00672109: hypothetical protein"
"clust_0872","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"response regulator of two-component system"
"clust_0872","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"response regulator of two-component system"
"clust_0873","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"Inositol-1-phosphate synthase (EC 5.5.1.4)"
"clust_0873","group5","ortho_id",33,43217,5,36010,5.4992279419451,2.94859476488018e-05,0.00110422490554075,"Inositol-1-phosphate synthase (EC 5.5.1.4)"
"clust_0874","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"FIG00672052: hypothetical protein"
"clust_0874","group5","ortho_id",38,43212,0,36015,Inf,2.0049932368289e-10,3.61244087019989e-07,"FIG00672052: hypothetical protein"
"clust_0875","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"FIG00672336: hypothetical protein"
"clust_0875","group5","ortho_id",38,43212,0,36015,Inf,2.0049932368289e-10,3.61244087019989e-07,"FIG00672336: hypothetical protein"
"clust_0877","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"putative transport protein"
"clust_0877","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"putative transport protein"
"clust_0878","group5","ortho_id",38,43212,0,36015,Inf,2.0049932368289e-10,3.61244087019989e-07,"FIG00672369: hypothetical protein"
"clust_0878","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"FIG00672369: hypothetical protein"
"clust_0880","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"Alkanesulfonates ABC transporter ATP-binding protein / Sulfonate ABC transporter, ATP-binding subunit SsuB"
"clust_0880","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"Alkanesulfonates ABC transporter ATP-binding protein / Sulfonate ABC transporter, ATP-binding subunit SsuB"
"clust_0881","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"Alkanesulfonates-binding protein"
"clust_0881","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"Alkanesulfonates-binding protein"
"clust_0882","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"Alkanesulfonates transport system permease protein"
"clust_0882","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"Alkanesulfonates transport system permease protein"
"clust_0883","group5","ortho_id",35,43215,3,36012,9.72418086594657,6.74793291728009e-07,5.36224658206296e-05,"L-lactate dehydrogenase (EC 1.1.1.27)"
"clust_0883","group3","ortho_id",0,15430,38,63797,0,0.000612796416955386,0.0121625462657773,"L-lactate dehydrogenase (EC 1.1.1.27)"
"clust_0889","group5","ortho_id",37,43213,0,36015,Inf,1.92482343329318e-10,3.61244087019989e-07,"Uridine phosphorylase (EC 2.4.2.3)"
"clust_0889","group3","ortho_id",0,15430,37,63798,0,0.000564678062496267,0.0112765235497638,"Uridine phosphorylase (EC 2.4.2.3)"
"clust_0891","group5","ortho_id",35,43215,2,36013,14.5844864311944,1.22267605020527e-07,1.44816926329787e-05,"FIG00672339: hypothetical protein"
"clust_0891","group3","ortho_id",0,15430,37,63798,0,0.000564678062496267,0.0112765235497638,"FIG00672339: hypothetical protein"
"clust_0892","group3","ortho_id",0,15430,37,63798,0,0.000564678062496267,0.0112765235497638,"Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)"
"clust_0892","group5","ortho_id",34,43216,3,36012,9.44628638366067,1.1734096135621e-06,9.12586263247781e-05,"Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)"
"clust_0896","group5","ortho_id",0,43250,36,35979,0,4.59539870851889e-13,1.65592639462196e-09,"Beta-galactosidase (EC 3.2.1.23)"
"clust_0896","group3","ortho_id",16,15414,20,63815,3.31219352906492,0.000561964236091383,0.011243098174386,"Beta-galactosidase (EC 3.2.1.23)"
"clust_0897","group3","ortho_id",0,15430,36,63799,0,0.000973447069606814,0.0168063610900172,"FIG00671990: hypothetical protein"
"clust_0897","group5","ortho_id",36,43214,0,36015,Inf,3.55845088179053e-10,3.88397439650123e-07,"FIG00671990: hypothetical protein"
"clust_0898","group3","ortho_id",0,15430,36,63799,0,0.000973447069606814,0.0168063610900172,"hypothetical protein"
"clust_0898","group5","ortho_id",36,43214,0,36015,Inf,3.55845088179053e-10,3.88397439650123e-07,"hypothetical protein"
"clust_0899","group5","ortho_id",30,43220,6,36009,4.16563950679898,0.000358292246518582,0.00762452483388723,"Sugar ABC transporter, periplasmic sugar-binding protein"
"clust_0900","group5","ortho_id",30,43220,6,36009,4.16563950679898,0.000358292246518582,0.00762452483388723,"FIG00672402: hypothetical protein"
"clust_0900","group3","ortho_id",0,15430,36,63799,0,0.000973447069606814,0.0168063610900172,"FIG00672402: hypothetical protein"
"clust_0901","group5","ortho_id",35,43215,1,36014,29.1676325522115,1.65379276133652e-08,5.36341530429047e-06,"COG0847: DNA polymerase III, epsilon subunit and related 3'-5' exonucleases"
"clust_0901","group3","ortho_id",0,15430,36,63799,0,0.000973447069606814,0.0168063610900172,"COG0847: DNA polymerase III, epsilon subunit and related 3'-5' exonucleases"
"clust_0902","group5","ortho_id",35,43215,1,36014,29.1676325522115,1.65379276133652e-08,5.36341530429047e-06,"Sodium/dicarboxylate symporter"
"clust_0902","group3","ortho_id",0,15430,36,63799,0,0.000973447069606814,0.0168063610900172,"Sodium/dicarboxylate symporter"
"clust_0903","group5","ortho_id",35,43215,1,36014,29.1676325522115,1.65379276133652e-08,5.36341530429047e-06,"Serine acetyltransferase (EC 2.3.1.30)"
"clust_0903","group3","ortho_id",0,15430,36,63799,0,0.000973447069606814,0.0168063610900172,"Serine acetyltransferase (EC 2.3.1.30)"
"clust_0904","group5","ortho_id",35,43215,1,36014,29.1676325522115,1.65379276133652e-08,5.36341530429047e-06,"NAD-dependent 4-hydroxybutyrate dehydrogenase (EC 1.1.1.61)"
"clust_0904","group3","ortho_id",0,15430,36,63799,0,0.000973447069606814,0.0168063610900172,"NAD-dependent 4-hydroxybutyrate dehydrogenase (EC 1.1.1.61)"
"clust_0906","group5","ortho_id",0,43250,35,35980,0,1.01193285068358e-12,3.28179942805192e-09,"Ketol-acid reductoisomerase (EC 1.1.1.86)"
"clust_0906","group3","ortho_id",15,15415,20,63815,3.10462727551809,0.00182366654867458,0.0270557911749412,"Ketol-acid reductoisomerase (EC 1.1.1.86)"
"clust_0907","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672200: hypothetical protein"
"clust_0907","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672200: hypothetical protein"
"clust_0908","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672423: hypothetical protein"
"clust_0908","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672423: hypothetical protein"
"clust_0909","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)"
"clust_0909","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)"
"clust_0910","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"hypothetical protein"
"clust_0910","group5","ortho_id",33,43217,2,36013,13.750644548578,3.95716376288428e-07,3.44985962349731e-05,"hypothetical protein"
"clust_0911","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00356309: hypothetical protein"
"clust_0911","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00356309: hypothetical protein"
"clust_0912","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"Putative ABC transport system membrane protein"
"clust_0912","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"Putative ABC transport system membrane protein"
"clust_0913","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672032: hypothetical protein"
"clust_0913","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672032: hypothetical protein"
"clust_0914","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"Zinc ABC transporter, ATP-binding protein ZnuC"
"clust_0914","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"Zinc ABC transporter, ATP-binding protein ZnuC"
"clust_0915","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"Zinc ABC transporter, periplasmic-binding protein ZnuA"
"clust_0915","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"Zinc ABC transporter, periplasmic-binding protein ZnuA"
"clust_0916","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672107: hypothetical protein"
"clust_0916","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672107: hypothetical protein"
"clust_0917","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672278: hypothetical protein"
"clust_0917","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672278: hypothetical protein"
"clust_0918","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"Nicotinamidase (EC 3.5.1.19)"
"clust_0918","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"Nicotinamidase (EC 3.5.1.19)"
"clust_0919","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)"
"clust_0919","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)"
"clust_0920","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672454: hypothetical protein"
"clust_0920","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672454: hypothetical protein"
"clust_0921","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"hypothetical protein"
"clust_0921","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"hypothetical protein"
"clust_0922","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672510: hypothetical protein"
"clust_0922","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672510: hypothetical protein"
"clust_0923","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672350: hypothetical protein"
"clust_0923","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672350: hypothetical protein"
"clust_0924","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672008: hypothetical protein"
"clust_0924","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672008: hypothetical protein"
"clust_0925","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"protein kinase"
"clust_0925","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"protein kinase"
"clust_0926","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672057: hypothetical protein"
"clust_0926","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672057: hypothetical protein"
"clust_0927","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672449: hypothetical protein"
"clust_0927","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672449: hypothetical protein"
"clust_0928","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"narrowly conserved hypothetical protein"
"clust_0928","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"narrowly conserved hypothetical protein"
"clust_0929","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"hypothetical protein"
"clust_0929","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"hypothetical protein"
"clust_0930","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"Pseudouridine kinase, ribokinase/adenosine kinase/pfkB family"
"clust_0930","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"Pseudouridine kinase, ribokinase/adenosine kinase/pfkB family"
"clust_0931","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672175: hypothetical protein"
"clust_0931","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672175: hypothetical protein"
"clust_0932","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"glycosyl transferase, group 1 family protein"
"clust_0932","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"glycosyl transferase, group 1 family protein"
"clust_0933","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672439: hypothetical protein"
"clust_0933","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672439: hypothetical protein"
"clust_0934","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"putative exodeoxyribonuclease V"
"clust_0934","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"putative exodeoxyribonuclease V"
"clust_0935","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"acetyltransferase, GNAT family"
"clust_0935","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"acetyltransferase, GNAT family"
"clust_0936","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"Lipid A export ATP-binding/permease protein MsbA"
"clust_0936","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"Lipid A export ATP-binding/permease protein MsbA"
"clust_0937","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"Histidine permease YuiF"
"clust_0937","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"Histidine permease YuiF"
"clust_0938","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"ABC transporter ATP-binding protein"
"clust_0938","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"ABC transporter ATP-binding protein"
"clust_0939","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672154: hypothetical protein"
"clust_0939","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672154: hypothetical protein"
"clust_0940","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"DNA-damage-inducible protein J"
"clust_0940","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"DNA-damage-inducible protein J"
"clust_0941","group3","ortho_id",0,15430,35,63800,0,0.000891626072632815,0.0155631459427098,"FIG00672378: hypothetical protein"
"clust_0941","group5","ortho_id",35,43215,0,36015,Inf,6.58686416723405e-10,3.88397439650123e-07,"FIG00672378: hypothetical protein"
"clust_0947","group5","ortho_id",30,43220,4,36011,6.24887612231656,4.04197785867727e-05,0.00145488772402622,"transcriptional regulator, LacI family"
"clust_0948","group5","ortho_id",34,43216,0,36015,Inf,1.22100375489026e-09,5.73889460505015e-07,"Putative ABC transport system exported protein"
"clust_0948","group3","ortho_id",0,15430,34,63801,0,0.000886558926260926,0.0155631459427098,"Putative ABC transport system exported protein"
"clust_0949","group5","ortho_id",34,43216,0,36015,Inf,1.22100375489026e-09,5.73889460505015e-07,"conserved hypothetical protein"
"clust_0949","group3","ortho_id",0,15430,34,63801,0,0.000886558926260926,0.0155631459427098,"conserved hypothetical protein"
"clust_0950","group3","ortho_id",0,15430,34,63801,0,0.000886558926260926,0.0155631459427098,"FIG00672472: hypothetical protein"
"clust_0950","group5","ortho_id",34,43216,0,36015,Inf,1.22100375489026e-09,5.73889460505015e-07,"FIG00672472: hypothetical protein"
"clust_0951","group3","ortho_id",0,15430,34,63801,0,0.000886558926260926,0.0155631459427098,"FIG00672505: hypothetical protein"
"clust_0951","group5","ortho_id",34,43216,0,36015,Inf,1.22100375489026e-09,5.73889460505015e-07,"FIG00672505: hypothetical protein"
"clust_0952","group3","ortho_id",0,15430,34,63801,0,0.000886558926260926,0.0155631459427098,"FIG00672025: hypothetical protein"
"clust_0952","group5","ortho_id",34,43216,0,36015,Inf,1.22100375489026e-09,5.73889460505015e-07,"FIG00672025: hypothetical protein"
"clust_0953","group5","ortho_id",34,43216,0,36015,Inf,1.22100375489026e-09,5.73889460505015e-07,"Manganese ABC transporter, inner membrane permease protein SitD"
