"Group","Database","Category","a","b","c","d","Odds ratio","p-value","q-value"
"group1","pathway_id","564 Glycerophospholipid metabolism",25,848,604,17097,0.834501595553998,0.442861887261851,1
"group1","pathway_id","565 Ether lipid metabolism",6,867,187,17514,0.648154362373488,0.3907000347038,1
"group1","pathway_id","591 Linoleic acid metabolism",0,873,26,17675,0,0.633030603602471,1
"group1","pathway_id","592 alpha-Linolenic acid metabolism",6,867,188,17513,0.644669897406954,0.391284017287636,1
"group1","pathway_id","600 Sphingolipid metabolism",30,843,377,17324,1.63524730411714,0.0169266841540098,0.174069074965814
"group1","pathway_id","601 Glycosphingolipid biosynthesis - lacto and neolacto series",7,866,157,17544,0.903255966974904,1,1
"group1","pathway_id","603 Glycosphingolipid biosynthesis - globo series",14,859,196,17505,1.45554273744111,0.186147987973601,0.703775415506623
"group1","pathway_id","604 Glycosphingolipid biosynthesis - ganglio series",30,843,464,17237,1.32199416181789,0.159689565301289,0.683943328318181
"group1","pathway_id","61 Fatty acid biosynthesis",32,841,646,17055,1.00455371536919,0.926470813000334,1
"group1","pathway_id","62 Fatty acid elongation in mitochondria",67,806,1496,16205,0.900436821230332,0.45375096610906,1
"group1","pathway_id","620 Pyruvate metabolism",29,844,654,17047,0.895625458964759,0.644972690248592,1
"group1","pathway_id","621 Biphenyl degradation",2,871,54,17647,0.750399282390922,1,1
"group1","pathway_id","622 Toluene and xylene degradation",2,871,80,17621,0.505774660115262,0.594495896460301,1
"group1","pathway_id","623 2,4-Dichlorobenzoate degradation",8,865,256,17445,0.630240600847116,0.240331487806127,0.785583550766278
"group1","pathway_id","624 1- and 2-Methylnaphthalene degradation",14,859,293,17408,0.968315285756316,1,1
"group1","pathway_id","625 Tetrachloroethene degradation",5,868,143,17558,0.707281494024438,0.560556416236349,1
"group1","pathway_id","626 Naphthalene and anthracene degradation",6,867,229,17472,0.528008618070874,0.15925629354665,0.683943328318181
"group1","pathway_id","627 1,4-Dichlorobenzene degradation",21,852,451,17250,0.942742803590022,0.912178981286758,1
"group1","pathway_id","630 Glyoxylate and dicarboxylate metabolism",18,855,352,17349,1.03762939966073,0.804602817583147,1
"group1","pathway_id","633 Trinitrotoluene degradation",4,869,163,17538,0.495263003687355,0.197122932692705,0.734895169641541
"group1","pathway_id","640 Propanoate metabolism",16,857,405,17296,0.797316739166553,0.483200543569734,1
"group1","pathway_id","642 Ethylbenzene degradation",4,869,175,17526,0.460996855709362,0.152255689691992,0.670767845923445
"group1","pathway_id","650 Butanoate metabolism",18,855,540,17161,0.669039484826157,0.103579811376086,0.5495734629679
"group1","pathway_id","660 C5-Branched dibasic acid metabolism",12,861,152,17549,1.60904801609806,0.133067106704953,0.618221672140651
"group1","pathway_id","670 One carbon pool by folate",17,856,394,17307,0.872372929006605,0.722889793090571,1
"group1","pathway_id","680 Methane metabolism",47,826,1027,16674,0.923819389819559,0.656084291197062,1
"group1","pathway_id","71 Fatty acid metabolism",52,821,1141,16560,0.919251295469556,0.620590966273618,1
"group1","pathway_id","710 Carbon fixation in photosynthetic organisms",34,839,671,17030,1.02851632453296,0.855895300152948,1
"group1","pathway_id","72 Synthesis and degradation of ketone bodies",27,846,654,17047,0.831884822287209,0.406247946728383,1
"group1","pathway_id","720 Reductive carboxylate cycle (CO2 fixation)",27,846,622,17079,0.876326701526044,0.571283269974924,1
"group1","pathway_id","730 Thiamine metabolism",17,856,397,17304,0.865630598567675,0.639276029172144,1
"group1","pathway_id","740 Riboflavin metabolism",6,867,72,17629,1.69437576633187,0.18329398433387,0.697546025619852
"group1","pathway_id","750 Vitamin B6 metabolism",6,867,92,17609,1.32455801415778,0.468082930521412,1
"group1","pathway_id","760 Nicotinate and nicotinamide metabolism",28,845,578,17123,0.981643327853724,1,1
"group1","pathway_id","770 Pantothenate and CoA biosynthesis",27,846,486,17215,1.13047477460563,0.525025170912442,1
"group1","pathway_id","780 Biotin metabolism",11,862,270,17431,0.823845843524627,0.669070196303302,1
"group1","pathway_id","790 Folate biosynthesis",24,849,334,17367,1.46982623964666,0.0766339785832034,0.446036558971554
"group1","pathway_id","791 Atrazine degradation",2,871,55,17646,0.736714059945363,1,1
"group1","pathway_id","830 Retinol metabolism",2,871,111,17590,0.363889972917652,0.179281239013757,0.687996452860969
"group1","pathway_id","860 Porphyrin and chlorophyll metabolism",25,848,599,17102,0.841713797451976,0.499709898186265,1
"group1","pathway_id","900 Terpenoid backbone biosynthesis",20,853,415,17286,0.97662506027455,1,1
"group1","pathway_id","903 Limonene and pinene degradation",7,866,177,17524,0.800281246761247,0.725565305732778,1
"group1","pathway_id","904 Diterpenoid biosynthesis",4,869,143,17558,0.565174427264395,0.328312087828663,0.957729524733654
"group1","pathway_id","906 Carotenoid biosynthesis",9,864,247,17454,0.736086503288832,0.456689201221869,1
"group1","pathway_id","908 Zeatin biosynthesis",5,868,112,17589,0.904638701503823,1,1
"group1","pathway_id","910 Nitrogen metabolism",17,856,265,17436,1.30667792153713,0.318118476496012,0.944474978672647
"group1","pathway_id","920 Sulfur metabolism",8,865,159,17542,1.02036861436857,0.854669037448597,1
"group1","pathway_id","930 Caprolactam degradation",1,872,12,17689,1.69039355797674,0.465299362065115,1
"group1","pathway_id","940 Phenylpropanoid biosynthesis",17,856,313,17388,1.10324958329434,0.692683758659,1
"group1","pathway_id","941 Flavonoid biosynthesis",17,856,343,17358,1.00503390247763,0.900311032865399,1
"group1","pathway_id","942 Anthocyanin biosynthesis",21,852,486,17215,0.873075066528733,0.669662693231974,1
"group1","pathway_id","944 Flavone and flavonol biosynthesis",5,868,107,17594,0.94717924988135,1,1
"group1","pathway_id","945 Stilbenoid, diarylheptanoid and gingerol biosynthesis",21,852,486,17215,0.873075066528733,0.669662693231974,1
"group1","pathway_id","950 Isoquinoline alkaloid biosynthesis",35,838,762,16939,0.928447702933713,0.732562617606004,1
"group1","pathway_id","960 Tropane, piperidine and pyridine alkaloid biosynthesis",21,852,378,17323,1.12955590876707,0.550073814712476,1
"group1","pathway_id","965 Betalain biosynthesis",9,864,248,17453,0.733076379134939,0.456984336529375,1
"group1","pathway_id","970 Aminoacyl-tRNA biosynthesis",47,826,1215,16486,0.772105567510543,0.0978812215268779,0.524736695314608
"group1","pathway_id","980 Metabolism of xenobiotics by cytochrome P450",2,871,85,17616,0.475896823546573,0.44265570374877,1
"group1","pathway_id","981 Insect hormone biosynthesis",16,857,402,17299,0.803406329983048,0.482158930577009,1
"group1","pathway_id","982 Drug metabolism - cytochrome P450",2,871,85,17616,0.475896823546573,0.44265570374877,1
"group1","pathway_id","983 Drug metabolism - other enzymes",15,858,369,17332,0.8211599424643,0.542261504807564,1
"group1","go_id","GO:0000104 succinate dehydrogenase activity",4,712,107,14542,0.763527218278021,0.820369922070784,1
"group1","go_id","GO:0000105 histidine biosynthetic process",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0000154 rRNA modification",2,714,49,14600,0.834626365907936,1,1
"group1","go_id","GO:0000210 NAD+ diphosphatase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0000286 alanine dehydrogenase activity",0,716,1,14648,0,1,1
"group1","go_id","GO:0003676 nucleic acid binding",6,710,118,14531,1.0406658338583,0.830375967822349,1
"group1","go_id","GO:0003677 DNA binding",2,714,54,14595,0.757088620249862,1,1
"group1","go_id","GO:0003678 DNA helicase activity",2,714,54,14595,0.757088620249862,1,1
"group1","go_id","GO:0003723 RNA binding",4,712,97,14552,0.842818789935554,1,1
"group1","go_id","GO:0003824 catalytic activity",8,708,159,14490,1.0297470724563,0.853469582453771,1
"group1","go_id","GO:0003841 1-acylglycerol-3-phosphate O-acyltransferase activity",4,712,102,14547,0.801229718073063,1,1
"group1","go_id","GO:0003848 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity",2,714,23,14626,1.78117915509493,0.326105544453631,0.952811171783514
"group1","go_id","GO:0003852 2-isopropylmalate synthase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0003856 3-dehydroquinate synthase activity",2,714,72,14577,0.567118584809585,0.585350402586101,1
"group1","go_id","GO:0003857 3-hydroxyacyl-CoA dehydrogenase activity",0,716,5,14644,0,1,1
"group1","go_id","GO:0003861 3-isopropylmalate dehydratase activity",4,712,36,14613,2.28029967225439,0.114332497316705,0.579738604815037
"group1","go_id","GO:0003862 3-isopropylmalate dehydrogenase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0003871 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity",2,714,54,14595,0.757088620249862,1,1
"group1","go_id","GO:0003872 6-phosphofructokinase activity",1,715,0,14649,Inf,0.0465994142531728,0.330743724221111
"group1","go_id","GO:0003879 ATP phosphoribosyltransferase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0003883 CTP synthase activity",3,713,53,14596,1.15873688157912,0.745521117627539,1
"group1","go_id","GO:0003887 DNA-directed DNA polymerase activity",19,697,401,14248,0.968570249885775,1,1
"group1","go_id","GO:0003896 DNA primase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0003899 DNA-directed RNA polymerase activity",8,708,212,14437,0.769486679712925,0.627097496293834,1
"group1","go_id","GO:0003919 FMN adenylyltransferase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0003922 GMP synthase (glutamine-hydrolyzing) activity",2,714,51,14598,0.801786961970312,1,1
"group1","go_id","GO:0003934 GTP cyclohydrolase I activity",2,714,15,14634,2.73248490971995,0.186464592478105,0.703775415506623
"group1","go_id","GO:0003935 GTP cyclohydrolase II activity",1,715,0,14649,Inf,0.0465994142531728,0.330743724221111
"group1","go_id","GO:0003937 IMP cyclohydrolase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0003938 IMP dehydrogenase activity",4,712,99,14550,0.825679091000083,1,1
"group1","go_id","GO:0003939 L-iditol 2-dehydrogenase activity",0,716,6,14643,0,1,1
"group1","go_id","GO:0003941 L-serine ammonia-lyase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0003942 N-acetyl-gamma-glutamyl-phosphate reductase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0003949 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0003951 NAD+ kinase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0003961 O-acetylhomoserine aminocarboxypropyltransferase activity",5,711,43,14606,2.38850252888522,0.0715115516286823,0.424317326600658
"group1","go_id","GO:0003962 cystathionine gamma-synthase activity",0,716,14,14635,0,1,1
"group1","go_id","GO:0003977 UDP-N-acetylglucosamine diphosphorylase activity",2,714,52,14597,0.786314490704513,1,1
"group1","go_id","GO:0003978 UDP-glucose 4-epimerase activity",3,713,96,14553,0.637849763542059,0.631094222202706,1
"group1","go_id","GO:0003979 UDP-glucose 6-dehydrogenase activity",2,714,4,14645,10.2513887293105,0.0287030766571137,0.238621012064212
"group1","go_id","GO:0003983 UTP:glucose-1-phosphate uridylyltransferase activity",2,714,54,14595,0.757088620249862,1,1
"group1","go_id","GO:0003984 acetolactate synthase activity",4,712,36,14613,2.28029967225439,0.114332497316705,0.579738604815037
"group1","go_id","GO:0003985 acetyl-CoA C-acetyltransferase activity",0,716,32,14617,0,0.402493114393695,1
"group1","go_id","GO:0003988 acetyl-CoA C-acyltransferase activity",0,716,32,14617,0,0.402493114393695,1
"group1","go_id","GO:0003989 acetyl-CoA carboxylase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0003991 acetylglutamate kinase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0003992 acetylornithine transaminase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0003994 aconitate hydratase activity",2,714,17,14632,2.41072623811829,0.221048852497284,0.773970950179515
"group1","go_id","GO:0003999 adenine phosphoribosyltransferase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004000 adenosine deaminase activity",0,716,3,14646,0,1,1
"group1","go_id","GO:0004003 ATP-dependent DNA helicase activity",0,716,1,14648,0,1,1
"group1","go_id","GO:0004013 adenosylhomocysteinase activity",0,716,30,14619,0,0.400884304833751,1
"group1","go_id","GO:0004016 adenylate cyclase activity",2,714,39,14610,1.04936037317483,0.716708533922898,1
"group1","go_id","GO:0004017 adenylate kinase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004018 adenylosuccinate lyase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004019 adenylosuccinate synthase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004022 alcohol dehydrogenase activity",2,714,85,14564,0.479963963410688,0.44178663605164,1
"group1","go_id","GO:0004029 aldehyde dehydrogenase (NAD) activity",1,715,15,14634,1.36443012217367,0.534155755640605,1
"group1","go_id","GO:0004035 alkaline phosphatase activity",2,714,1,14648,40.9936630907933,0.00630426722254903,0.0805426322478992
"group1","go_id","GO:0004038 allantoinase activity",1,715,5,14644,4.09562753731836,0.249014142268573,0.800386984060795
"group1","go_id","GO:0004044 amidophosphoribosyltransferase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004048 anthranilate phosphoribosyltransferase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0004049 anthranilate synthase activity",4,712,41,14608,2.00152360698103,0.156366156785405,0.683943328318181
"group1","go_id","GO:0004055 argininosuccinate synthase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004056 argininosuccinate lyase activity",2,714,54,14595,0.757088620249862,1,1
"group1","go_id","GO:0004065 arylsulfatase activity",0,716,7,14642,0,1,1
"group1","go_id","GO:0004066 asparagine synthase (glutamine-hydrolyzing) activity",1,715,10,14639,2.0472799677113,0.408501647246396,1
"group1","go_id","GO:0004067 asparaginase activity",1,715,1,14648,20.4731329232918,0.091030214786545,0.505376585051844
"group1","go_id","GO:0004069 aspartate transaminase activity",15,701,181,14468,1.71033995848786,0.0578164915220294,0.382759810962296
"group1","go_id","GO:0004070 aspartate carbamoyltransferase activity",2,714,51,14598,0.801786961970312,1,1
"group1","go_id","GO:0004072 aspartate kinase activity",4,712,106,14543,0.770783187855896,0.820075505633182,1
"group1","go_id","GO:0004073 aspartate-semialdehyde dehydrogenase activity",2,714,52,14597,0.786314490704513,1,1
"group1","go_id","GO:0004075 biotin carboxylase activity",2,714,58,14591,0.704683360979427,1,1
"group1","go_id","GO:0004077 biotin-[acetyl-CoA-carboxylase] ligase activity",3,713,52,14597,1.18109929841995,0.74260576379462,1
"group1","go_id","GO:0004081 bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity",0,716,17,14632,0,1,1
"group1","go_id","GO:0004084 branched-chain-amino-acid transaminase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004088 carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity",4,712,107,14542,0.763527218278021,0.820369922070784,1
"group1","go_id","GO:0004089 carbonate dehydratase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004103 choline kinase activity",0,716,10,14639,0,1,1
"group1","go_id","GO:0004105 choline-phosphate cytidylyltransferase activity",0,716,10,14639,0,1,1
"group1","go_id","GO:0004106 chorismate mutase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004107 chorismate synthase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004108 citrate (Si)-synthase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0004121 cystathionine beta-lyase activity",1,715,5,14644,4.09562753731836,0.249014142268573,0.800386984060795
"group1","go_id","GO:0004122 cystathionine beta-synthase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0004123 cystathionine gamma-lyase activity",4,712,22,14627,3.7343409257065,0.0309033929824924,0.254141428199937
"group1","go_id","GO:0004124 cysteine synthase activity",0,716,35,14614,0,0.410023728805568,1
"group1","go_id","GO:0004127 cytidylate kinase activity",0,716,2,14647,0,1,1
"group1","go_id","GO:0004129 cytochrome-c oxidase activity",2,714,24,14625,1.70685007868277,0.343392093040386,0.972810078022731
"group1","go_id","GO:0004131 cytosine deaminase activity",0,716,9,14640,0,1,1
"group1","go_id","GO:0004134 4-alpha-glucanotransferase activity",3,713,106,14543,0.57727879787308,0.491996765739682,1
"group1","go_id","GO:0004139 deoxyribose-phosphate aldolase activity",0,716,9,14640,0,1,1
"group1","go_id","GO:0004140 dephospho-CoA kinase activity",3,713,70,14579,0.876323006751337,1,1
"group1","go_id","GO:0004145 diamine N-acetyltransferase activity",0,716,1,14648,0,1,1
"group1","go_id","GO:0004146 dihydrofolate reductase activity",2,714,52,14597,0.786314490704513,1,1
"group1","go_id","GO:0004148 dihydrolipoyl dehydrogenase activity",3,713,29,14620,2.1209467298861,0.185659271428827,0.703621731574468
"group1","go_id","GO:0004150 dihydroneopterin aldolase activity",1,715,17,14632,1.20376704129278,0.576604807482763,1
"group1","go_id","GO:0004151 dihydroorotase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004156 dihydropteroate synthase activity",2,714,21,14628,1.95108219560549,0.291206123284167,0.881807789365869
"group1","go_id","GO:0004160 dihydroxy-acid dehydratase activity",2,714,18,14631,2.27670966918145,0.238535232040551,0.781106873435114
"group1","go_id","GO:0004163 diphosphomevalonate decarboxylase activity",0,716,27,14622,0,0.635924872265877,1
"group1","go_id","GO:0004170 dUTP diphosphatase activity",3,713,54,14595,1.13720266555091,0.748567628752088,1
"group1","go_id","GO:0004179 membrane alanyl aminopeptidase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004308 exo-alpha-sialidase activity",2,714,56,14593,0.729950218185561,1,1
"group1","go_id","GO:0004309 exopolyphosphatase activity",5,711,77,14572,1.33081928095894,0.434710870109095,1
"group1","go_id","GO:0004311 farnesyltranstransferase activity",1,715,51,14598,0.400345185261327,0.518579488815301,1
"group1","go_id","GO:0004316 3-oxoacyl-[acyl-carrier-protein] reductase activity",2,714,33,14616,1.24062070502915,0.677894244526621,1
"group1","go_id","GO:0004317 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity",2,714,48,14601,0.852072221154345,1,1
"group1","go_id","GO:0004318 enoyl-[acyl-carrier-protein] reductase (NADH) activity",2,714,48,14601,0.852072221154345,1,1
"group1","go_id","GO:0004322 ferroxidase activity",1,715,55,14594,0.371128205123667,0.52144859116475,1
"group1","go_id","GO:0004326 tetrahydrofolylpolyglutamate synthase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004329 formate-tetrahydrofolate ligase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004332 fructose-bisphosphate aldolase activity",2,714,52,14597,0.786314490704513,1,1
"group1","go_id","GO:0004335 galactokinase activity",2,714,32,14617,1.27947445889543,0.671790379498943,1
"group1","go_id","GO:0004340 glucokinase activity",0,716,7,14642,0,1,1
"group1","go_id","GO:0004342 glucosamine-6-phosphate deaminase activity",1,715,61,14588,0.33448707468524,0.370259661595404,0.998613154674052
"group1","go_id","GO:0004345 glucose-6-phosphate dehydrogenase activity",2,714,52,14597,0.786314490704513,1,1
"group1","go_id","GO:0004347 glucose-6-phosphate isomerase activity",2,714,53,14596,0.771425853849156,1,1
"group1","go_id","GO:0004349 glutamate 5-kinase activity",2,714,48,14601,0.852072221154345,1,1
"group1","go_id","GO:0004350 glutamate-5-semialdehyde dehydrogenase activity",2,714,54,14595,0.757088620249862,1,1
